BLOCK,FIPS,date,mean_2m_air_temperature,maximum_2m_air_temperature,minimum_2m_air_temperature,temperature_2m,temperature_2m_max,temperature_2m_min
1085,021640001001085,1.0,,,,,,
3020,020200021003020,1.0,,,,,,
2003,020200017012003,1.0,,,,,,
3011,022200002003011,1.0,,,,,,
3001,020900006003001,1.0,,,,,,
2015,020900006002015,1.0,,,,,,
4004,020900006004004,1.0,,,,,,
1009,020900002001009,1.0,,,,,,
1044,020909800001044,1.0,,,,,,
3005,020900006003005,1.0,,,,,,
1008,021300002001008,1.0,,,,,,
1015,020900004001015,1.0,,,,,,
1190,021800001001190,1.0,,,,,,
2020,021950002002020,1.0,,,,,,
4022,020900004004022,1.0,,,,,,
3008,020200016013008,1.0,,,,,,
1105,020909800001105,1.0,,,,,,
1138,020909800001138,1.0,,,,,,
1004,020200026031004,1.0,,,,,,
4033,021800002004033,1.0,,,,,,
3358,021850002003358,1.0,,,,,,
1139,022900001001139,1.0,,,,,,
1015,021980003001015,1.0,,,,,,
1339,020160001001339,1.0,,,,,,
2020,020900004002020,1.0,,,,,,
3028,020900004003028,1.0,,,,,,
2018,021989401002018,1.0,,,,,,
3025,020900004003025,1.0,,,,,,
4002,020200027124002,1.0,,,,,,
4027,021800002004027,1.0,,,,,,
3012,022200002003012,1.0,,,,,,
2023,020900004002023,1.0,,,,,,
1019,020900016001019,1.0,,,,,,
3007,021220010003007,1.0,,,,,,
2112,021980001002112,1.0,,,,,,
2001,020200022022001,1.0,,,,,,
2052,020900006002052,1.0,,,,,,
3012,020200026013012,1.0,,,,,,
3033,020900004003033,1.0,,,,,,
3020,021220008003020,1.0,,,,,,
1175,022900003001175,1.0,,,,,,
2009,020200027142009,1.0,,,,,,
2021,020900006002021,1.0,,,,,,
1021,020200011001021,1.0,,,,,,
2133,021880001002133,1.0,,,,,,
2026,020900003002026,1.0,,,,,,
3015,020900014023015,1.0,,,,,,
1031,020200019001031,1.0,,,,,,
1485,021800001001485,1.0,,,,,,
1499,021800001001499,1.0,,,,,,
1004,020200002061004,1.0,,,,,,
2002,020200017012002,1.0,,,,,,
2050,020900006002050,1.0,,,,,,
3012,020900008003012,1.0,,,,,,
3002,020200009013002,1.0,,,,,,
1385,021800001001385,1.0,,,,,,
1476,021800001001476,1.0,,,,,,
3041,021100005003041,1.0,,,,,,
1034,021220002001034,1.0,,,,,,
4013,020200012004013,1.0,,,,,,
2042,020900006002042,1.0,,,,,,
2002,020200010002002,1.0,,,,,,
1015,020630003001015,1.0,,,,,,
2056,021800002002056,1.0,,,,,,
3020,020900004003020,1.0,,,,,,
1009,020200002021009,1.0,,,,,,
1028,020200028121028,1.0,,,,,,
1389,021800001001389,1.0,,,,,,
5005,020200007035005,1.0,,,,,,
1020,020200002061020,1.0,,,,,,
3030,021100005003030,1.0,,,,,,
3003,020200009013003,1.0,,,,,,
2002,020200027122002,1.0,,,,,,
2033,021950002002033,1.0,,,,,,
2006,021300003002006,1.0,,,,,,
2022,020900004002022,1.0,,,,,,
1338,021500001001338,1.0,,,,,,
4026,020900004004026,1.0,,,,,,
1004,020200007021004,1.0,,,,,,
1007,020200008011007,1.0,,,,,,
3005,020200023023005,1.0,,,,,,
1388,021800001001388,1.0,,,,,,
3013,020200014013013,1.0,,,,,,
2012,021980002002012,1.0,,,,,,
2177,022900002002177,1.0,,,,,,
3016,020200017313016,1.0,,,,,,
3014,020200006013014,1.0,,,,,,
2051,020900006002051,1.0,,,,,,
3461,021980001003461,1.0,,,,,,
2135,022900002002135,1.0,,,,,,
1043,020200011001043,1.0,,,,,,
4006,020200020004006,1.0,,,,,,
3008,020900004003008,1.0,,,,,,
1761,021980001001761,1.0,,,,,,
1029,020900002001029,1.0,,,,,,
2054,021700012022054,1.0,,,,,,
2002,020200016012002,1.0,,,,,,
5004,020200008015004,1.0,,,,,,
4027,022200002004027,1.0,,,,,,
5018,021220006005018,1.0,,,,,,
2059,021100005002059,1.0,,,,,,
1110,020909800001110,1.0,,,,,,
5053,021220006005053,1.0,,,,,,
2010,020200018022010,1.0,,,,,,
1340,020160001001340,1.0,,,,,,
3014,020900004003014,1.0,,,,,,
1136,022900001001136,1.0,,,,,,
4007,021800002004007,1.0,,,,,,
2145,021850002002145,1.0,,,,,,
2004,021300002002004,1.0,,,,,,
2021,020900004002021,1.0,,,,,,
2207,021500001002207,1.0,,,,,,
3021,021220008003021,1.0,,,,,,
2033,020900016002033,1.0,,,,,,
1154,022900003001154,1.0,,,,,,
1134,020209801001134,1.0,,,,,,
2005,020200017012005,1.0,,,,,,
1020,020900006001020,1.0,,,,,,
3028,021100005003028,1.0,,,,,,
2009,020200023022009,1.0,,,,,,
2024,020900004002024,1.0,,,,,,
1020,020900005001020,1.0,,,,,,
3023,021100005003023,1.0,,,,,,
3015,020900003003015,1.0,,,,,,
4015,021800002004015,1.0,,,,,,
3002,021100002003002,1.0,,,,,,
7005,020200008017005,1.0,,,,,,
1007,020200007011007,1.0,,,,,,
2040,020900006002040,1.0,,,,,,
3024,021980002003024,1.0,,,,,,
1635,021640001001635,1.0,,,,,,
1020,021700011001020,1.0,,,,,,
1505,022200001001505,1.0,,,,,,
3006,020200017023006,1.0,,,,,,
6005,020200008016005,1.0,,,,,,
3034,020900009003034,1.0,,,,,,
4023,020900004004023,1.0,,,,,,
2022,020900016002022,1.0,,,,,,
2057,021100005002057,1.0,,,,,,
2006,021700013002006,1.0,,,,,,
1016,021300002001016,1.0,,,,,,
3013,020900003003013,1.0,,,,,,
1319,021500001001319,1.0,,,,,,
3019,020900004003019,1.0,,,,,,
2019,020200002012019,1.0,,,,,,
3015,020200017313015,1.0,,,,,,
4196,021580001004196,1.0,,,,,,
4014,021220005004014,1.0,,,,,,
1014,021300002001014,1.0,,,,,,
3096,021580001003096,1.0,,,,,,
2018,022750003002018,1.0,,,,,,
2016,020900006002016,1.0,,,,,,
1544,021800001001544,1.0,,,,,,
1020,021700001021020,1.0,,,,,,
3004,020200007033004,1.0,,,,,,
1030,020200028121030,1.0,,,,,,
2006,020200022022006,1.0,,,,,,
1007,020200009021007,1.0,,,,,,
3007,020900004003007,1.0,,,,,,
2028,021500002002028,1.0,,,,,,
4016,021800002004016,1.0,,,,,,
3004,020900004003004,1.0,,,,,,
2007,022200002002007,1.0,,,,,,
3003,021100001003003,1.0,,,,,,
3018,020900004003018,1.0,,,,,,
4003,020200007014003,1.0,,,,,,
4003,020200025014003,1.0,,,,,,
1021,020900006001021,1.0,,,,,,
3050,021100005003050,2.0,,,,,,
2048,020900006002048,2.0,,,,,,
1070,020909800001070,2.0,,,,,,
2045,020900006002045,2.0,,,,,,
5002,020200008015002,2.0,,,,,,
1221,020160001001221,2.0,,,,,,
2000,021950002002000,2.0,,,,,,
3032,021880001003032,2.0,,,,,,
2025,022900001002025,2.0,,,,,,
2011,021220006002011,2.0,,,,,,
2012,021300004002012,2.0,,,,,,
1019,020900005001019,2.0,,,,,,
1061,021220009001061,2.0,,,,,,
1023,020200027131023,2.0,,,,,,
4012,020200017014012,2.0,,,,,,
3012,020900014023012,2.0,,,,,,
2067,021800002002067,2.0,,,,,,
1180,022900003001180,2.0,,,,,,
4013,022200002004013,2.0,,,,,,
2035,021950002002035,2.0,,,,,,
3027,020900004003027,2.0,,,,,,
3012,020900004003012,2.0,,,,,,
1024,020900006001024,2.0,,,,,,
1543,021800001001543,2.0,,,,,,
1106,020909800001106,2.0,,,,,,
2041,021700005012041,2.0,,,,,,
5010,022200002005010,2.0,,,,,,
2004,021300003002004,2.0,,,,,,
4024,020900004004024,2.0,,,,,,
2012,021500003002012,2.0,,,,,,
1026,020900006001026,2.0,,,,,,
1017,021100003001017,2.0,,,,,,
2020,020900006002020,2.0,,,,,,
1012,020200009011012,2.0,,,,,,
4023,021800002004023,2.0,,,,,,
1015,021300002001015,2.0,,,,,,
1014,020900004001014,2.0,,,,,,
2002,021500003002002,2.0,,,,,,
2010,021950002002010,2.0,,,,,,
1036,021220010001036,2.0,,,,,,
1012,021220002001012,2.0,,,,,,
1003,020200023051003,2.0,,,,,,
3011,022200001003011,2.0,,,,,,
4018,021800002004018,2.0,,,,,,
1030,020900002001030,2.0,,,,,,
1022,021300002001022,2.0,,,,,,
4012,020200002054012,2.0,,,,,,
2011,020200002022011,2.0,,,,,,
5005,020200012005005,2.0,,,,,,
4018,020900004004018,2.0,,,,,,
1022,020200011001022,2.0,,,,,,
1179,022900003001179,2.0,,,,,,
2038,020900006002038,2.0,,,,,,
1118,020909800001118,2.0,,,,,,
1018,021500005001018,2.0,,,,,,
2047,020900006002047,2.0,,,,,,
3004,020200009013004,2.0,,,,,,
3001,020200009013001,2.0,,,,,,
2014,021500002002014,2.0,,,,,,
3026,020900004003026,2.0,,,,,,
1018,021700010031018,2.0,,,,,,
1016,020200020001016,2.0,,,,,,
1012,021300002001012,2.0,,,,,,
1028,021300002001028,2.0,,,,,,
1373,021800001001373,2.0,,,,,,
2003,021950002002003,2.0,,,,,,
2070,021220013002070,2.0,,,,,,
2077,022900001002077,2.0,,,,,,
1027,020900006001027,2.0,,,,,,
4005,021800002004005,2.0,,,,,,
1249,020700001001249,2.0,,,,,,
1013,020900002001013,2.0,,,,,,
1312,020630002001312,2.0,,,,,,
1019,020200013001019,2.0,,,,,,
1397,021800001001397,2.0,,,,,,
2088,021220013002088,2.0,,,,,,
2005,021100002002005,2.0,,,,,,
4004,021100002004004,2.0,,,,,,
1022,020900005001022,2.0,,,,,,
3010,020200012003010,2.0,,,,,,
1085,021640001001085,2.0,,,,,,
3020,020200021003020,2.0,,,,,,
2003,020200017012003,2.0,,,,,,
3011,022200002003011,2.0,,,,,,
3001,020900006003001,2.0,,,,,,
2015,020900006002015,2.0,,,,,,
4004,020900006004004,2.0,,,,,,
1009,020900002001009,2.0,,,,,,
1044,020909800001044,2.0,,,,,,
3005,020900006003005,2.0,,,,,,
1008,021300002001008,2.0,,,,,,
1015,020900004001015,2.0,,,,,,
1190,021800001001190,2.0,,,,,,
2020,021950002002020,2.0,,,,,,
4022,020900004004022,2.0,,,,,,
3008,020200016013008,2.0,,,,,,
1105,020909800001105,2.0,,,,,,
1138,020909800001138,2.0,,,,,,
1004,020200026031004,2.0,,,,,,
4033,021800002004033,2.0,,,,,,
3358,021850002003358,2.0,,,,,,
1139,022900001001139,2.0,,,,,,
1015,021980003001015,2.0,,,,,,
1339,020160001001339,2.0,,,,,,
2020,020900004002020,2.0,,,,,,
3028,020900004003028,2.0,,,,,,
2018,021989401002018,2.0,,,,,,
3025,020900004003025,2.0,,,,,,
4002,020200027124002,2.0,,,,,,
4027,021800002004027,2.0,,,,,,
3012,022200002003012,2.0,,,,,,
2023,020900004002023,2.0,,,,,,
1019,020900016001019,2.0,,,,,,
3007,021220010003007,2.0,,,,,,
2112,021980001002112,2.0,,,,,,
2001,020200022022001,2.0,,,,,,
2052,020900006002052,2.0,,,,,,
3012,020200026013012,2.0,,,,,,
3033,020900004003033,2.0,,,,,,
3020,021220008003020,2.0,,,,,,
1175,022900003001175,2.0,,,,,,
2009,020200027142009,2.0,,,,,,
2021,020900006002021,2.0,,,,,,
1021,020200011001021,2.0,,,,,,
2133,021880001002133,2.0,,,,,,
2026,020900003002026,2.0,,,,,,
3015,020900014023015,2.0,,,,,,
1031,020200019001031,2.0,,,,,,
1485,021800001001485,2.0,,,,,,
1499,021800001001499,2.0,,,,,,
1004,020200002061004,2.0,,,,,,
2002,020200017012002,2.0,,,,,,
2050,020900006002050,2.0,,,,,,
3012,020900008003012,2.0,,,,,,
3002,020200009013002,2.0,,,,,,
1385,021800001001385,2.0,,,,,,
1476,021800001001476,2.0,,,,,,
3041,021100005003041,2.0,,,,,,
1034,021220002001034,2.0,,,,,,
4013,020200012004013,2.0,,,,,,
2042,020900006002042,2.0,,,,,,
2002,020200010002002,2.0,,,,,,
1015,020630003001015,2.0,,,,,,
2056,021800002002056,2.0,,,,,,
3020,020900004003020,2.0,,,,,,
1009,020200002021009,2.0,,,,,,
1028,020200028121028,2.0,,,,,,
1389,021800001001389,2.0,,,,,,
5005,020200007035005,2.0,,,,,,
1020,020200002061020,2.0,,,,,,
3030,021100005003030,2.0,,,,,,
3003,020200009013003,2.0,,,,,,
2002,020200027122002,2.0,,,,,,
2033,021950002002033,2.0,,,,,,
2006,021300003002006,2.0,,,,,,
2022,020900004002022,2.0,,,,,,
1338,021500001001338,2.0,,,,,,
4026,020900004004026,2.0,,,,,,
1004,020200007021004,2.0,,,,,,
1007,020200008011007,2.0,,,,,,
3005,020200023023005,2.0,,,,,,
1388,021800001001388,2.0,,,,,,
3013,020200014013013,2.0,,,,,,
2012,021980002002012,2.0,,,,,,
2177,022900002002177,2.0,,,,,,
3016,020200017313016,2.0,,,,,,
3014,020200006013014,2.0,,,,,,
2051,020900006002051,2.0,,,,,,
3461,021980001003461,2.0,,,,,,
2135,022900002002135,2.0,,,,,,
1043,020200011001043,2.0,,,,,,
4006,020200020004006,2.0,,,,,,
3008,020900004003008,2.0,,,,,,
1761,021980001001761,2.0,,,,,,
1029,020900002001029,2.0,,,,,,
2054,021700012022054,2.0,,,,,,
2002,020200016012002,2.0,,,,,,
5004,020200008015004,2.0,,,,,,
4027,022200002004027,2.0,,,,,,
5018,021220006005018,2.0,,,,,,
2059,021100005002059,2.0,,,,,,
1110,020909800001110,2.0,,,,,,
5053,021220006005053,2.0,,,,,,
2010,020200018022010,2.0,,,,,,
1340,020160001001340,2.0,,,,,,
3014,020900004003014,2.0,,,,,,
1136,022900001001136,2.0,,,,,,
4007,021800002004007,2.0,,,,,,
2145,021850002002145,2.0,,,,,,
2004,021300002002004,2.0,,,,,,
2021,020900004002021,2.0,,,,,,
2207,021500001002207,2.0,,,,,,
3021,021220008003021,2.0,,,,,,
2033,020900016002033,2.0,,,,,,
1154,022900003001154,2.0,,,,,,
1134,020209801001134,2.0,,,,,,
2005,020200017012005,2.0,,,,,,
1020,020900006001020,2.0,,,,,,
3028,021100005003028,2.0,,,,,,
2009,020200023022009,2.0,,,,,,
2024,020900004002024,2.0,,,,,,
1020,020900005001020,2.0,,,,,,
3023,021100005003023,2.0,,,,,,
3015,020900003003015,2.0,,,,,,
4015,021800002004015,2.0,,,,,,
3002,021100002003002,2.0,,,,,,
7005,020200008017005,2.0,,,,,,
1007,020200007011007,2.0,,,,,,
2040,020900006002040,2.0,,,,,,
3024,021980002003024,2.0,,,,,,
1635,021640001001635,2.0,,,,,,
1020,021700011001020,2.0,,,,,,
1505,022200001001505,2.0,,,,,,
3006,020200017023006,2.0,,,,,,
6005,020200008016005,2.0,,,,,,
3034,020900009003034,2.0,,,,,,
4023,020900004004023,2.0,,,,,,
2022,020900016002022,2.0,,,,,,
2057,021100005002057,2.0,,,,,,
2006,021700013002006,2.0,,,,,,
1016,021300002001016,2.0,,,,,,
3013,020900003003013,2.0,,,,,,
1319,021500001001319,2.0,,,,,,
3019,020900004003019,2.0,,,,,,
2019,020200002012019,2.0,,,,,,
3015,020200017313015,2.0,,,,,,
4196,021580001004196,2.0,,,,,,
4014,021220005004014,2.0,,,,,,
1014,021300002001014,2.0,,,,,,
3096,021580001003096,2.0,,,,,,
2018,022750003002018,2.0,,,,,,
2016,020900006002016,2.0,,,,,,
1544,021800001001544,2.0,,,,,,
1020,021700001021020,2.0,,,,,,
3004,020200007033004,2.0,,,,,,
1030,020200028121030,2.0,,,,,,
2006,020200022022006,2.0,,,,,,
1007,020200009021007,2.0,,,,,,
3007,020900004003007,2.0,,,,,,
2028,021500002002028,2.0,,,,,,
4016,021800002004016,2.0,,,,,,
3004,020900004003004,2.0,,,,,,
2007,022200002002007,2.0,,,,,,
3003,021100001003003,2.0,,,,,,
3018,020900004003018,2.0,,,,,,
4003,020200007014003,2.0,,,,,,
4003,020200025014003,2.0,,,,,,
1021,020900006001021,2.0,,,,,,
3050,021100005003050,3.0,,,,,,
2048,020900006002048,3.0,,,,,,
1070,020909800001070,3.0,,,,,,
2045,020900006002045,3.0,,,,,,
5002,020200008015002,3.0,,,,,,
1221,020160001001221,3.0,,,,,,
2000,021950002002000,3.0,,,,,,
3032,021880001003032,3.0,,,,,,
2025,022900001002025,3.0,,,,,,
2011,021220006002011,3.0,,,,,,
2012,021300004002012,3.0,,,,,,
1019,020900005001019,3.0,,,,,,
1061,021220009001061,3.0,,,,,,
1023,020200027131023,3.0,,,,,,
4012,020200017014012,3.0,,,,,,
3012,020900014023012,3.0,,,,,,
2067,021800002002067,3.0,,,,,,
1180,022900003001180,3.0,,,,,,
4013,022200002004013,3.0,,,,,,
2035,021950002002035,3.0,,,,,,
3027,020900004003027,3.0,,,,,,
3012,020900004003012,3.0,,,,,,
1024,020900006001024,3.0,,,,,,
1543,021800001001543,3.0,,,,,,
1106,020909800001106,3.0,,,,,,
2041,021700005012041,3.0,,,,,,
5010,022200002005010,3.0,,,,,,
2004,021300003002004,3.0,,,,,,
4024,020900004004024,3.0,,,,,,
2012,021500003002012,3.0,,,,,,
1026,020900006001026,3.0,,,,,,
1017,021100003001017,3.0,,,,,,
2020,020900006002020,3.0,,,,,,
1012,020200009011012,3.0,,,,,,
4023,021800002004023,3.0,,,,,,
1015,021300002001015,3.0,,,,,,
1014,020900004001014,3.0,,,,,,
2002,021500003002002,3.0,,,,,,
2010,021950002002010,3.0,,,,,,
1036,021220010001036,3.0,,,,,,
1012,021220002001012,3.0,,,,,,
1003,020200023051003,3.0,,,,,,
3011,022200001003011,3.0,,,,,,
4018,021800002004018,3.0,,,,,,
1030,020900002001030,3.0,,,,,,
1022,021300002001022,3.0,,,,,,
4012,020200002054012,3.0,,,,,,
2011,020200002022011,3.0,,,,,,
5005,020200012005005,3.0,,,,,,
4018,020900004004018,3.0,,,,,,
1022,020200011001022,3.0,,,,,,
1179,022900003001179,3.0,,,,,,
2038,020900006002038,3.0,,,,,,
1118,020909800001118,3.0,,,,,,
1018,021500005001018,3.0,,,,,,
2047,020900006002047,3.0,,,,,,
3004,020200009013004,3.0,,,,,,
3001,020200009013001,3.0,,,,,,
2014,021500002002014,3.0,,,,,,
3026,020900004003026,3.0,,,,,,
1018,021700010031018,3.0,,,,,,
1016,020200020001016,3.0,,,,,,
1012,021300002001012,3.0,,,,,,
1028,021300002001028,3.0,,,,,,
1373,021800001001373,3.0,,,,,,
2003,021950002002003,3.0,,,,,,
2070,021220013002070,3.0,,,,,,
2077,022900001002077,3.0,,,,,,
1027,020900006001027,3.0,,,,,,
4005,021800002004005,3.0,,,,,,
1249,020700001001249,3.0,,,,,,
1013,020900002001013,3.0,,,,,,
1312,020630002001312,3.0,,,,,,
1019,020200013001019,3.0,,,,,,
1397,021800001001397,3.0,,,,,,
2088,021220013002088,3.0,,,,,,
2005,021100002002005,3.0,,,,,,
4004,021100002004004,3.0,,,,,,
1022,020900005001022,3.0,,,,,,
3010,020200012003010,3.0,,,,,,
1085,021640001001085,3.0,,,,,,
3020,020200021003020,3.0,,,,,,
2003,020200017012003,3.0,,,,,,
3011,022200002003011,3.0,,,,,,
3001,020900006003001,3.0,,,,,,
2015,020900006002015,3.0,,,,,,
4004,020900006004004,3.0,,,,,,
1009,020900002001009,3.0,,,,,,
1044,020909800001044,3.0,,,,,,
3005,020900006003005,3.0,,,,,,
1008,021300002001008,3.0,,,,,,
1015,020900004001015,3.0,,,,,,
1190,021800001001190,3.0,,,,,,
2020,021950002002020,3.0,,,,,,
4022,020900004004022,3.0,,,,,,
3008,020200016013008,3.0,,,,,,
1105,020909800001105,3.0,,,,,,
1138,020909800001138,3.0,,,,,,
1004,020200026031004,3.0,,,,,,
4033,021800002004033,3.0,,,,,,
3358,021850002003358,3.0,,,,,,
1139,022900001001139,3.0,,,,,,
1015,021980003001015,3.0,,,,,,
1339,020160001001339,3.0,,,,,,
2020,020900004002020,3.0,,,,,,
3028,020900004003028,3.0,,,,,,
2018,021989401002018,3.0,,,,,,
3025,020900004003025,3.0,,,,,,
4002,020200027124002,3.0,,,,,,
4027,021800002004027,3.0,,,,,,
3012,022200002003012,3.0,,,,,,
2023,020900004002023,3.0,,,,,,
1019,020900016001019,3.0,,,,,,
3007,021220010003007,3.0,,,,,,
2112,021980001002112,3.0,,,,,,
2001,020200022022001,3.0,,,,,,
2052,020900006002052,3.0,,,,,,
3012,020200026013012,3.0,,,,,,
3033,020900004003033,3.0,,,,,,
3020,021220008003020,3.0,,,,,,
1175,022900003001175,3.0,,,,,,
2009,020200027142009,3.0,,,,,,
2021,020900006002021,3.0,,,,,,
1021,020200011001021,3.0,,,,,,
2133,021880001002133,3.0,,,,,,
2026,020900003002026,3.0,,,,,,
3015,020900014023015,3.0,,,,,,
1031,020200019001031,3.0,,,,,,
1485,021800001001485,3.0,,,,,,
1499,021800001001499,3.0,,,,,,
1004,020200002061004,3.0,,,,,,
2002,020200017012002,3.0,,,,,,
2050,020900006002050,3.0,,,,,,
3012,020900008003012,3.0,,,,,,
3002,020200009013002,3.0,,,,,,
1385,021800001001385,3.0,,,,,,
1476,021800001001476,3.0,,,,,,
3041,021100005003041,3.0,,,,,,
1034,021220002001034,3.0,,,,,,
4013,020200012004013,3.0,,,,,,
2042,020900006002042,3.0,,,,,,
2002,020200010002002,3.0,,,,,,
1015,020630003001015,3.0,,,,,,
2056,021800002002056,3.0,,,,,,
3020,020900004003020,3.0,,,,,,
1009,020200002021009,3.0,,,,,,
1028,020200028121028,3.0,,,,,,
1389,021800001001389,3.0,,,,,,
5005,020200007035005,3.0,,,,,,
1020,020200002061020,3.0,,,,,,
3030,021100005003030,3.0,,,,,,
3003,020200009013003,3.0,,,,,,
2002,020200027122002,3.0,,,,,,
2033,021950002002033,3.0,,,,,,
2006,021300003002006,3.0,,,,,,
2022,020900004002022,3.0,,,,,,
1338,021500001001338,3.0,,,,,,
4026,020900004004026,3.0,,,,,,
1004,020200007021004,3.0,,,,,,
1007,020200008011007,3.0,,,,,,
3005,020200023023005,3.0,,,,,,
1388,021800001001388,3.0,,,,,,
3013,020200014013013,3.0,,,,,,
2012,021980002002012,3.0,,,,,,
2177,022900002002177,3.0,,,,,,
3016,020200017313016,3.0,,,,,,
3014,020200006013014,3.0,,,,,,
2051,020900006002051,3.0,,,,,,
3461,021980001003461,3.0,,,,,,
2135,022900002002135,3.0,,,,,,
1043,020200011001043,3.0,,,,,,
4006,020200020004006,3.0,,,,,,
3008,020900004003008,3.0,,,,,,
1761,021980001001761,3.0,,,,,,
1029,020900002001029,3.0,,,,,,
2054,021700012022054,3.0,,,,,,
2002,020200016012002,3.0,,,,,,
5004,020200008015004,3.0,,,,,,
4027,022200002004027,3.0,,,,,,
5018,021220006005018,3.0,,,,,,
2059,021100005002059,3.0,,,,,,
1110,020909800001110,3.0,,,,,,
5053,021220006005053,3.0,,,,,,
2010,020200018022010,3.0,,,,,,
1340,020160001001340,3.0,,,,,,
3014,020900004003014,3.0,,,,,,
1136,022900001001136,3.0,,,,,,
4007,021800002004007,3.0,,,,,,
2145,021850002002145,3.0,,,,,,
2004,021300002002004,3.0,,,,,,
2021,020900004002021,3.0,,,,,,
2207,021500001002207,3.0,,,,,,
3021,021220008003021,3.0,,,,,,
2033,020900016002033,3.0,,,,,,
1154,022900003001154,3.0,,,,,,
1134,020209801001134,3.0,,,,,,
2005,020200017012005,3.0,,,,,,
1020,020900006001020,3.0,,,,,,
3028,021100005003028,3.0,,,,,,
2009,020200023022009,3.0,,,,,,
2024,020900004002024,3.0,,,,,,
1020,020900005001020,3.0,,,,,,
3023,021100005003023,3.0,,,,,,
3015,020900003003015,3.0,,,,,,
4015,021800002004015,3.0,,,,,,
3002,021100002003002,3.0,,,,,,
7005,020200008017005,3.0,,,,,,
1007,020200007011007,3.0,,,,,,
2040,020900006002040,3.0,,,,,,
3024,021980002003024,3.0,,,,,,
1635,021640001001635,3.0,,,,,,
1020,021700011001020,3.0,,,,,,
1505,022200001001505,3.0,,,,,,
3006,020200017023006,3.0,,,,,,
6005,020200008016005,3.0,,,,,,
3034,020900009003034,3.0,,,,,,
4023,020900004004023,3.0,,,,,,
2022,020900016002022,3.0,,,,,,
2057,021100005002057,3.0,,,,,,
2006,021700013002006,3.0,,,,,,
1016,021300002001016,3.0,,,,,,
3013,020900003003013,3.0,,,,,,
1319,021500001001319,3.0,,,,,,
3019,020900004003019,3.0,,,,,,
2019,020200002012019,3.0,,,,,,
3015,020200017313015,3.0,,,,,,
4196,021580001004196,3.0,,,,,,
4014,021220005004014,3.0,,,,,,
1014,021300002001014,3.0,,,,,,
3096,021580001003096,3.0,,,,,,
2018,022750003002018,3.0,,,,,,
2016,020900006002016,3.0,,,,,,
